=== LOG DLA 30 FLOWS ===

===== RUN 0 =====
FLOW 24 IP: 10 -> 4 -> 8 -> 1 | ACCEPTED
FLOW 24 CSPF: 10 -> 4 -> 8 -> 1 | ACCEPTED
FLOW 24 WEIGHTED: 10 -> 2 -> 1 | ACCEPTED
FLOW 25 IP: 11 -> 7 -> 8 | ACCEPTED
FLOW 25 CSPF: 11 -> 7 -> 8 | ACCEPTED
FLOW 25 WEIGHTED: 11 -> 7 -> 8 | ACCEPTED
FLOW 26 IP: 3 -> 4 -> 14 | ACCEPTED
FLOW 26 CSPF: 3 -> 4 -> 14 | ACCEPTED
FLOW 26 WEIGHTED: 3 -> 4 -> 14 | ACCEPTED
FLOW 27 IP: 5 -> 0 -> 4 -> 3 | ACCEPTED
FLOW 27 CSPF: NONE | REJECTED
FLOW 27 WEIGHTED: NONE | REJECTED
FLOW 28 IP: 6 -> 4 | ACCEPTED
FLOW 28 CSPF: 6 -> 4 | ACCEPTED
FLOW 28 WEIGHTED: 6 -> 4 | ACCEPTED
FLOW 29 IP: 13 -> 11 | ACCEPTED
FLOW 29 CSPF: 13 -> 11 | ACCEPTED
FLOW 29 WEIGHTED: 13 -> 11 | ACCEPTED

===== RUN 9 =====
FLOW 0 IP: 7 -> 11 -> 9 | ACCEPTED
FLOW 0 CSPF: 7 -> 11 -> 9 | ACCEPTED
FLOW 0 WEIGHTED: 7 -> 11 -> 9 | ACCEPTED
FLOW 1 IP: 2 -> 6 -> 11 -> 13 | ACCEPTED
FLOW 1 CSPF: 2 -> 6 -> 11 -> 13 | ACCEPTED
FLOW 1 WEIGHTED: 2 -> 6 -> 11 -> 13 | ACCEPTED
FLOW 2 IP: 8 -> 7 | ACCEPTED
FLOW 2 CSPF: 8 -> 7 | ACCEPTED
FLOW 2 WEIGHTED: 8 -> 7 | ACCEPTED
FLOW 3 IP: 5 -> 0 -> 8 | ACCEPTED
FLOW 3 CSPF: 5 -> 0 -> 8 | ACCEPTED
FLOW 3 WEIGHTED: 5 -> 0 -> 8 | ACCEPTED
FLOW 4 IP: 0 -> 4 -> 6 -> 11 | ACCEPTED
FLOW 4 CSPF: 0 -> 4 -> 6 -> 11 | ACCEPTED
FLOW 4 WEIGHTED: 0 -> 4 -> 6 -> 11 | ACCEPTED
FLOW 5 IP: 11 -> 7 | ACCEPTED
FLOW 5 CSPF: 11 -> 7 | ACCEPTED
FLOW 5 WEIGHTED: 11 -> 7 | ACCEPTED
FLOW 6 IP: 2 -> 10 -> 3 | ACCEPTED
FLOW 6 CSPF: 2 -> 10 -> 3 | ACCEPTED
FLOW 6 WEIGHTED: 2 -> 10 -> 3 | ACCEPTED
FLOW 7 IP: 2 -> 12 -> 8 | ACCEPTED
FLOW 7 CSPF: 2 -> 12 -> 8 | ACCEPTED
FLOW 7 WEIGHTED: 2 -> 12 -> 8 | ACCEPTED
FLOW 8 IP: 12 -> 8 -> 7 -> 11 | ACCEPTED
FLOW 8 CSPF: 12 -> 8 -> 7 -> 11 | ACCEPTED
FLOW 8 WEIGHTED: 12 -> 9 -> 11 | ACCEPTED
FLOW 9 IP: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 9 CSPF: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 9 WEIGHTED: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 10 IP: 4 -> 3 | ACCEPTED
FLOW 10 CSPF: 4 -> 3 | ACCEPTED
FLOW 10 WEIGHTED: 4 -> 3 | ACCEPTED
FLOW 11 IP: 12 -> 6 | ACCEPTED
FLOW 11 CSPF: 12 -> 6 | ACCEPTED
FLOW 11 WEIGHTED: 12 -> 6 | ACCEPTED
FLOW 12 IP: 4 -> 14 | ACCEPTED
FLOW 12 CSPF: 4 -> 14 | ACCEPTED
FLOW 12 WEIGHTED: 4 -> 14 | ACCEPTED
FLOW 13 IP: 4 -> 0 -> 5 | ACCEPTED
FLOW 13 CSPF: 4 -> 0 -> 5 | ACCEPTED
FLOW 13 WEIGHTED: 4 -> 0 -> 5 | ACCEPTED
FLOW 14 IP: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 14 CSPF: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 14 WEIGHTED: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 15 IP: 6 -> 4 -> 0 | ACCEPTED
FLOW 15 CSPF: 6 -> 4 -> 0 | ACCEPTED
FLOW 15 WEIGHTED: 6 -> 4 -> 0 | ACCEPTED
FLOW 16 IP: 7 -> 11 -> 6 -> 2 | ACCEPTED
FLOW 16 CSPF: 7 -> 11 -> 6 -> 2 | ACCEPTED
FLOW 16 WEIGHTED: 7 -> 11 -> 6 -> 2 | ACCEPTED
FLOW 17 IP: 6 -> 11 | ACCEPTED
FLOW 17 CSPF: 6 -> 11 | ACCEPTED
FLOW 17 WEIGHTED: 6 -> 11 | ACCEPTED
FLOW 18 IP: 9 -> 11 -> 6 -> 4 -> 0 | ACCEPTED
FLOW 18 CSPF: 9 -> 11 -> 6 -> 4 -> 0 | ACCEPTED
FLOW 18 WEIGHTED: 9 -> 11 -> 0 | ACCEPTED
FLOW 19 IP: 9 -> 11 -> 3 | ACCEPTED
FLOW 19 CSPF: 9 -> 11 -> 3 | ACCEPTED
FLOW 19 WEIGHTED: 9 -> 11 -> 3 | ACCEPTED
FLOW 20 IP: 0 -> 4 -> 14 | ACCEPTED
FLOW 20 CSPF: 0 -> 4 -> 14 | ACCEPTED
FLOW 20 WEIGHTED: 0 -> 4 -> 14 | ACCEPTED
FLOW 21 IP: 8 -> 4 -> 14 | ACCEPTED
FLOW 21 CSPF: 8 -> 4 -> 14 | ACCEPTED
FLOW 21 WEIGHTED: 8 -> 4 -> 14 | ACCEPTED
FLOW 22 IP: 1 -> 8 -> 7 -> 11 -> 9 | ACCEPTED
FLOW 22 CSPF: 1 -> 8 -> 7 -> 11 -> 9 | ACCEPTED
FLOW 22 WEIGHTED: 1 -> 8 -> 7 -> 11 -> 9 | ACCEPTED
FLOW 23 IP: 14 -> 4 -> 3 | ACCEPTED
FLOW 23 CSPF: NONE | REJECTED
FLOW 23 WEIGHTED: NONE | REJECTED
FLOW 24 IP: 6 -> 4 -> 3 | ACCEPTED
FLOW 24 CSPF: 6 -> 4 -> 3 | ACCEPTED
FLOW 24 WEIGHTED: 6 -> 2 -> 10 -> 3 | ACCEPTED
FLOW 25 IP: 9 -> 11 -> 6 -> 2 | ACCEPTED
FLOW 25 CSPF: 9 -> 11 -> 6 -> 2 | ACCEPTED
FLOW 25 WEIGHTED: 9 -> 11 -> 6 -> 2 | ACCEPTED
FLOW 26 IP: 9 -> 11 | ACCEPTED
FLOW 26 CSPF: 9 -> 11 | ACCEPTED
FLOW 26 WEIGHTED: 9 -> 11 | ACCEPTED
FLOW 27 IP: 4 -> 8 | ACCEPTED
FLOW 27 CSPF: 4 -> 8 | ACCEPTED
FLOW 27 WEIGHTED: 4 -> 8 | ACCEPTED
FLOW 28 IP: 2 -> 6 -> 11 | ACCEPTED
FLOW 28 CSPF: 2 -> 6 -> 11 | ACCEPTED
FLOW 28 WEIGHTED: 2 -> 6 -> 11 | ACCEPTED
FLOW 29 IP: 9 -> 11 -> 6 -> 4 -> 0 | ACCEPTED
FLOW 29 CSPF: 9 -> 11 -> 6 -> 4 -> 0 | ACCEPTED
FLOW 29 WEIGHTED: 9 -> 11 -> 0 | ACCEPTED
